Sod,Date,Time_pt,moist_1,moist_2,moist_3
KT_TT_29,24.5.18,10,2.2,6,0
KT_TT_30,24.5.18,10,0,0,0
KT_TT_31,24.5.18,10,0,0,0
KT_CH_01,31.8.18,11,0,0,0
KT_CH_02,31.8.18,11,20.8,16.6,28.2
KT_CH_03,31.8.18,11,46.2,41.2,40.6
KT_CH_04,31.8.18,11,0,0,0
KT_CH_05,31.8.18,11,23.2,57,26
KT_CH_06,31.8.18,11,48,50.5,53
KT_CH_07,31.8.18,11,0,0,0
KT_CH_08,31.8.18,11,16.9,43.9,40.3
KT_CH_09,31.8.18,11,31.9,38,43.7
KT_CH_10,31.8.18,11,0,0,0
KT_CH_11,31.8.18,11,45,45.6,46.6
KT_CH_12,31.8.18,11,40,32.7,45.2
KT_CH_13,31.8.18,11,0,0,0
KT_CH_14,31.8.18,11,41,40,39.3
KT_CH_15,31.8.18,11,0,0,0
KT_CH_16,31.8.18,11,30,20.8,29.4
KT_CH_17,31.8.18,11,19.2,25.6,27.3
KT_CH_18,31.8.18,11,14.5,15.1,5.4
KT_CH_19,31.8.18,11,13.3,5.7,17.4
KT_CH_20,31.8.18,11,22.3,26.8,23.4
KT_CH_21,31.8.18,11,12.1,17.5,14.6
KT_CH_22,31.8.18,11,37.4,40.2,41
KT_CH_23,31.8.18,11,37.6,32.4,32.5
KT_CH_24,31.8.18,11,0,0,0
KT_CH_25,31.8.18,11,44.6,42.4,40
KT_CH_26,31.8.18,11,48.6,79.5,61.5
KT_CH_27,31.8.18,11,33.2,27.4,33.3
KT_CH_28,31.8.18,11,44.6,48.4,49.1
KT_CH_29,31.8.18,11,0,0,0
KT_CH_30,31.8.18,11,7.3,21.9,11.8
KT_CH_31,31.8.18,11,0,0,0
KT_TT_01,31.8.18,11,33.7,36.1,39.3
KT_TT_02,31.8.18,11,21.9,21.1,29.5
KT_TT_03,31.8.18,11,6.1,10,17.9
KT_TT_04,31.8.18,11,36.7,42.8,34.7
KT_TT_05,31.8.18,11,0,0,0
KT_TT_06,31.8.18,11,0,0,0
KT_TT_07,31.8.18,11,46,46.2,45.5
KT_TT_08,31.8.18,11,43.1,44.6,66
KT_TT_09,31.8.18,11,26.1,39.1,43
KT_TT_10,31.8.18,11,28.4,36.9,34.1
KT_TT_11,31.8.18,11,42.9,32.8,43
KT_TT_12,31.8.18,11,41.5,43.8,47.5
KT_TT_13,31.8.18,11,55.5,68.5,48.2
KT_TT_14,31.8.18,11,41,41.8,43.4
KT_TT_15,31.8.18,11,78.5,89.1,74.5
KT_TT_16,31.8.18,11,37,45.4,45.4
KT_TT_17,31.8.18,11,48.6,48.1,43.4
KT_TT_18,31.8.18,11,37.6,41.5,35.9
KT_TT_19,31.8.18,11,45.1,35.4,39.9
KT_TT_20,31.8.18,11,80,80.5,85.5
KT_TT_21,31.8.18,11,0,0,0
KT_TT_22,31.8.18,11,14.7,18.1,24.4
KT_TT_23,31.8.18,11,48.6,43.4,45.2
KT_TT_24,31.8.18,11,26.7,22.6,25.5
KT_TT_25,31.8.18,11,34.8,45.3,40.7
KT_TT_26,31.8.18,11,17.8,28.2,23.1
KT_TT_27,31.8.18,11,33.3,38.5,40.8
KT_TT_28,31.8.18,11,39.5,48.9,42.2
KT_TT_29,31.8.18,11,0,0,2.5
KT_TT_30,31.8.18,11,0,7.4,2.1
KT_TT_31,31.8.18,11,0,0,0
KT_CH_01,29.11.18,12,0,0,0
KT_CH_02,29.11.18,12,14.4,25,21.2
KT_CH_03,29.11.18,12,57.5,43.4,46
KT_CH_04,29.11.18,12,9.3,12.8,17.6
KT_CH_05,29.11.18,12,39.4,32.1,45.4
KT_CH_06,29.11.18,12,56.5,49,57
KT_CH_07,29.11.18,12,0,0,0
KT_CH_08,29.11.18,12,22.8,35.1,33.9
KT_CH_09,29.11.18,12,32.1,35.4,39.9
KT_CH_10,29.11.18,12,0,0,0
KT_CH_11,29.11.18,12,45.5,45.2,46.5
KT_CH_12,29.11.18,12,33.9,41.7,41.6
KT_CH_13,29.11.18,12,19.9,25.2,20.5
KT_CH_14,29.11.18,12,40.1,40.8,38.6
KT_CH_15,29.11.18,12,0,7.6,7.6
KT_CH_16,29.11.18,12,24.3,37.5,27.9
KT_CH_17,29.11.18,12,26.4,26.7,19.3
KT_CH_18,29.11.18,12,10.1,14.8,16.6
KT_CH_19,29.11.18,12,21.1,25.4,22.4
KT_CH_20,29.11.18,12,36.5,41.3,25.2
KT_CH_21,29.11.18,12,17.3,17.4,17.2
KT_CH_22,29.11.18,12,44.4,40,42.2
KT_CH_23,29.11.18,12,35.8,37.4,35.9
KT_CH_24,29.11.18,12,0,0,0.1
KT_CH_25,29.11.18,12,10.8,9.2,12.8
KT_CH_26,29.11.18,12,78.5,66.5,68.5
KT_CH_27,29.11.18,12,30.8,28.6,30.6
KT_CH_28,29.11.18,12,42.2,39.4,45.2
KT_CH_29,29.11.18,12,0,0,0
KT_CH_30,29.11.18,12,13.2,16.5,24
KT_CH_31,29.11.18,12,0,0,0
KT_TT_01,29.11.18,12,37.4,35.4,34.7
KT_TT_02,29.11.18,12,26,27.3,22.5
KT_TT_03,29.11.18,12,2.7,0,0.7
KT_TT_04,29.11.18,12,32.7,33.6,34.8
KT_TT_05,29.11.18,12,0,0,0
KT_TT_06,29.11.18,12,25.5,19,22.8
KT_TT_07,29.11.18,12,42.5,45.1,43.8
KT_TT_08,29.11.18,12,50.5,41.3,40.6
KT_TT_09,29.11.18,12,27.4,39,31.7
KT_TT_10,29.11.18,12,39.1,29.4,42
KT_TT_11,29.11.18,12,37.8,40.3,43.8
KT_TT_12,29.11.18,12,46.2,41.8,48
KT_TT_13,29.11.18,12,40.1,31.1,41.2
KT_TT_14,29.11.18,12,41,41,41.3
KT_TT_15,29.11.18,12,68,49.4,53
KT_TT_16,29.11.18,12,37.2,44.4,44.4
KT_TT_17,29.11.18,12,44.6,45.1,44.7
KT_TT_18,29.11.18,12,38,0,41.4
KT_TT_19,29.11.18,12,33.7,37,36.6
KT_TT_20,29.11.18,12,50.5,65.5,56.5
KT_TT_21,29.11.18,12,0,0,0
KT_TT_22,29.11.18,12,24,10,15.4
KT_TT_23,29.11.18,12,43.8,41.2,46.2
KT_TT_24,29.11.18,12,9.4,6.7,5.2
KT_TT_25,29.11.18,12,39.4,45.8,45.1
KT_TT_26,29.11.18,12,1.6,6.8,5.1
KT_TT_27,29.11.18,12,32.5,38.4,39.4
KT_TT_28,29.11.18,12,40.9,39.6,30.9
KT_TT_29,29.11.18,12,8.7,17.9,14.3
KT_TT_30,29.11.18,12,22.6,19.3,20.9
KT_TT_31,29.11.18,12,13.6,5.8,6.2
KT_CH_01,22.2.19,13,0,0,0
KT_CH_02,22.2.19,13,16.2,18,0
KT_CH_03,22.2.19,13,65.5,62.5,48.9
KT_CH_04,22.2.19,13,14.7,15.7,15.4
KT_CH_05,22.2.19,13,36.6,41,31.7
KT_CH_06,22.2.19,13,41.2,42.8,39.9
KT_CH_07,22.2.19,13,0,0,0
KT_CH_08,22.2.19,13,17.5,24.5,25.2
KT_CH_09,22.2.19,13,30.7,35.4,29.7
KT_CH_10,22.2.19,13,0,0,0
KT_CH_11,22.2.19,13,39.8,39,41
KT_CH_12,22.2.19,13,33.3,30,34.6
KT_CH_13,22.2.19,13,0,1.5,4.4
KT_CH_14,22.2.19,13,31,35.2,32.2
KT_CH_15,22.2.19,13,0,2.4,0
KT_CH_16,22.2.19,13,22.5,41.4,19.9
KT_CH_17,22.2.19,13,23.5,14.9,15.7
KT_CH_18,22.2.19,13,0.8,0.4,0
KT_CH_19,22.2.19,13,10.8,6.7,12.6
KT_CH_20,22.2.19,13,19.3,26.2,27.3
KT_CH_21,22.2.19,13,0,0.1,0
KT_CH_22,22.2.19,13,42.8,34.8,36.2
KT_CH_23,22.2.19,13,32.5,33.2,33.1
KT_CH_24,22.2.19,13,0,0,0
KT_CH_25,22.2.19,13,0,0,0.1
KT_CH_26,22.2.19,13,47.2,51,65
KT_CH_27,22.2.19,13,25.1,28.3,26.2
KT_CH_28,22.2.19,13,34.4,28.4,36.1
KT_CH_29,22.2.19,13,0,0,0
KT_CH_30,22.2.19,13,0,0,0
KT_CH_31,22.2.19,13,0,0,0
KT_TT_01,22.2.19,13,33,34.8,33.1
KT_TT_02,22.2.19,13,6.3,0.8,2.1
KT_TT_03,22.2.19,13,0,0,0
KT_TT_04,22.2.19,13,25.1,27.2,24.9
KT_TT_05,22.2.19,13,0,0,0
KT_TT_06,22.2.19,13,16,18.3,15.9
KT_TT_07,22.2.19,13,42.2,41.4,39.6
KT_TT_08,22.2.19,13,47.6,41.8,40.4
KT_TT_09,22.2.19,13,29.2,32.2,57.5
KT_TT_10,22.2.19,13,32.8,38.2,39.3
KT_TT_11,22.2.19,13,40.3,34.7,38.8
KT_TT_12,22.2.19,13,43.3,44.6,42.9
KT_TT_13,22.2.19,13,45.8,44.8,42
KT_TT_14,22.2.19,13,36.5,34.9,36.4
KT_TT_15,22.2.19,13,48.6,56,65
KT_TT_16,22.2.19,13,43,42.3,43.9
KT_TT_17,22.2.19,13,41,45.3,33.6
KT_TT_18,22.2.19,13,22.7,18.1,19.3
KT_TT_19,22.2.19,13,0,0,0
KT_TT_20,22.2.19,13,44.1,42,43.3
KT_TT_21,22.2.19,13,0,0,0
KT_TT_22,22.2.19,13,0,0,0
KT_TT_23,22.2.19,13,41,36.5,39.4
KT_TT_24,22.2.19,13,12.1,13.4,12.8
KT_TT_25,22.2.19,13,33.3,44.4,39.4
KT_TT_26,22.2.19,13,0,0,0
KT_TT_27,22.2.19,13,34.7,38.9,31.8
KT_TT_28,22.2.19,13,33.6,30.9,27.8
KT_TT_29,22.2.19,13,12.7,10.3,13.2
KT_TT_30,22.2.19,13,11.2,15.2,4.3
KT_TT_31,22.2.19,13,0,1.3,0.2
KT_CH_01,18.8.19,14,0,0,0
KT_CH_02,18.8.19,14,14.6,17.2,0
KT_CH_03,18.8.19,14,78.5,75.5,85.5
KT_CH_04,18.8.19,14,15.3,9.4,19.2
KT_CH_05,18.8.19,14,27.9,33.7,41.8
KT_CH_06,18.8.19,14,42.7,42.2,39
KT_CH_07,18.8.19,14,0,0,0
KT_CH_08,18.8.19,14,33.9,35.9,30.5
KT_CH_09,18.8.19,14,32.1,34.1,38.2
KT_CH_10,18.8.19,14,0,0,0
KT_CH_11,18.8.19,14,39.8,38.4,38.6
KT_CH_12,18.8.19,14,31.9,28.9,29.4
KT_CH_13,18.8.19,14,0,0,0
KT_CH_14,18.8.19,14,35.1,32.1,33.6
KT_CH_15,18.8.19,14,0,0,0
KT_CH_16,18.8.19,14,9.5,35.2,13.3
KT_CH_17,18.8.19,14,17.1,14.1,16
KT_CH_18,18.8.19,14,0,14,6.3
KT_CH_19,18.8.19,14,16.2,19.2,19.3
KT_CH_20,18.8.19,14,20.1,25.2,27.7
KT_CH_21,18.8.19,14,0,0,0
KT_CH_22,18.8.19,14,37.6,34.3,35.2
KT_CH_23,18.8.19,14,32.1,33.9,28.6
KT_CH_24,18.8.19,14,0,0,0
KT_CH_25,18.8.19,14,7.7,0,1.2
KT_CH_26,18.8.19,14,46.2,54,46.6
KT_CH_27,18.8.19,14,24.1,25.8,27.4
KT_CH_28,18.8.19,14,39,38.6,43.4
KT_CH_29,18.8.19,14,0,0,0
KT_CH_30,18.8.19,14,0,0,0
KT_CH_31,18.8.19,14,0,0,0
KT_TT_01,18.8.19,14,31.6,40.4,34.3
KT_TT_02,18.8.19,14,9,12.7,11.2
KT_TT_03,18.8.19,14,0,0,0
KT_TT_04,18.8.19,14,22.5,22.5,18.6
KT_TT_05,18.8.19,14,0,0,0
KT_TT_06,18.8.19,14,21.3,15.6,17.1
KT_TT_07,18.8.19,14,42.5,42.8,42
KT_TT_08,18.8.19,14,43.6,39,42.6
KT_TT_09,18.8.19,14,31.5,51,34.3
KT_TT_10,18.8.19,14,32.5,37.4,34.9
KT_TT_11,18.8.19,14,40.9,41,39
KT_TT_12,18.8.19,14,43.2,42.7,43.4
KT_TT_13,18.8.19,14,43.8,43,35.4
KT_TT_14,18.8.19,14,42.9,42.2,42.2
KT_TT_15,18.8.19,14,51,57,62
KT_TT_16,18.8.19,14,44.3,43.9,45.5
KT_TT_17,18.8.19,14,36.2,37.4,41.3
KT_TT_18,18.8.19,14,29,21.8,28.2
KT_TT_19,18.8.19,14,0,6.3,14.2
KT_TT_20,18.8.19,14,43.9,43,40.8
KT_TT_21,18.8.19,14,0,0,0
KT_TT_22,18.8.19,14,4.6,9.4,14.9
KT_TT_23,18.8.19,14,42,36.2,43.7
KT_TT_24,18.8.19,14,18.9,15.3,13.3
KT_TT_25,18.8.19,14,43.6,42,33.5
KT_TT_26,18.8.19,14,0,0,0
KT_TT_27,18.8.19,14,33.4,37.1,37.5
KT_TT_28,18.8.19,14,35.9,34,39
KT_TT_29,18.8.19,14,18,16.9,17.3
KT_TT_30,18.8.19,14,15.3,15.6,3.7
KT_TT_31,18.8.19,14,0.6,4.5,6.6
KT_CH_01,17.2.20,15,0,0,0
KT_CH_02,17.2.20,15,4.3,11.8,24.3
KT_CH_03,17.2.20,15,60,66.5,65.5
KT_CH_04,17.2.20,15,4.1,4.3,8.9
KT_CH_05,17.2.20,15,39.8,25.2,31.5
KT_CH_06,17.2.20,15,37.1,38.5,39.4
KT_CH_07,17.2.20,15,0,0,0
KT_CH_08,17.2.20,15,27.1,29.5,28.4
KT_CH_09,17.2.20,15,33.3,35.2,32.3
KT_CH_10,17.2.20,15,0,0,0
KT_CH_11,17.2.20,15,42.3,37.8,33.9
KT_CH_12,17.2.20,15,33.1,34.3,24.3
KT_CH_13,17.2.20,15,0,0,0
KT_CH_14,17.2.20,15,29.8,28.5,31.1
KT_CH_15,17.2.20,15,0,0,0
KT_CH_16,17.2.20,15,8.5,31.3,16
KT_CH_17,17.2.20,15,22.4,21.1,17.8
KT_CH_18,17.2.20,15,8.5,8.2,5.6
KT_CH_19,17.2.20,15,0,0,2.2
KT_CH_20,17.2.20,15,17.8,18.1,22.6
KT_CH_21,17.2.20,15,0,0,0
KT_CH_22,17.2.20,15,35.1,35,34.9
KT_CH_23,17.2.20,15,29.8,24.6,28.8
KT_CH_24,17.2.20,15,0,0,0
KT_CH_25,17.2.20,15,3,2.2,0
KT_CH_26,17.2.20,15,43,44.7,41.4
KT_CH_27,17.2.20,15,22.4,25.2,30
KT_CH_28,17.2.20,15,29.9,34.4,25.2
KT_CH_29,17.2.20,15,0,0,0
KT_CH_30,17.2.20,15,0,0,0
KT_CH_31,17.2.20,15,0,0,0
KT_TT_01,17.2.20,15,31.6,32.1,31.4
KT_TT_02,17.2.20,15,0,0,0
KT_TT_03,17.2.20,15,0,0,0
KT_TT_04,17.2.20,15,28.2,27.2,20.8
KT_TT_05,17.2.20,15,0,0,0
KT_TT_06,17.2.20,15,0,0,0
KT_TT_07,17.2.20,15,37.2,35.5,39.4
KT_TT_08,17.2.20,15,43.1,42.9,37.4
KT_TT_09,17.2.20,15,27.2,33.9,31.6
KT_TT_10,17.2.20,15,33.1,36.2,38.9
KT_TT_11,17.2.20,15,32.2,38.3,39.4
KT_TT_12,17.2.20,15,41.8,41.8,42.2
KT_TT_13,17.2.20,15,38.3,35.3,39.9
KT_TT_14,17.2.20,15,39.4,37.5,33.4
KT_TT_15,17.2.20,15,46.5,45.4,47
KT_TT_16,17.2.20,15,42.2,42.3,40.1
KT_TT_17,17.2.20,15,39,38.4,39.1
KT_TT_18,17.2.20,15,31.1,28.8,24.3
KT_TT_19,17.2.20,15,8.8,11.7,14.5
KT_TT_20,17.2.20,15,41.4,38.6,40.2
KT_TT_21,17.2.20,15,0,0,0
KT_TT_22,17.2.20,15,0,0,1.1
KT_TT_23,17.2.20,15,30.9,34.9,39
KT_TT_24,17.2.20,15,0,0,0
KT_TT_25,17.2.20,15,34.2,28,30
KT_TT_26,17.2.20,15,0,0,0
KT_TT_27,17.2.20,15,34.4,27.5,33.6
KT_TT_28,17.2.20,15,35.9,31,31.6
KT_TT_29,17.2.20,15,16.4,17.6,19
KT_TT_30,17.2.20,15,0,0,0
KT_TT_31,17.2.20,15,0,2.2,0
KT_CH_01,22.9.20,16,0,0,0
KT_CH_02,13.10.20,16,1.1,9.7,17.7
KT_CH_03,18.10.20,16,64.5,57,57
KT_CH_04,13.10.20,16,13.8,15,10.7
KT_CH_05,18.10.20,16,27,38.3,22.8
KT_CH_06,13.10.20,16,37.9,39.8,38.6
KT_CH_07,18.10.20,16,0,0,0
KT_CH_08,16.10.20,16,33.7,30,28.9
KT_CH_09,25.9.20,16,29.9,32.8,33
KT_CH_10,14.10.20,16,0,0,0
KT_CH_11,18.10.20,16,39,40.3,33.2
KT_CH_12,18.10.20,16,32.9,37,32.7
KT_CH_13,22.9.20,16,0,0,0
KT_CH_14,14.10.20,16,31.7,29.2,28.6
KT_CH_15,16.10.20,16,0,0.9,0.6
KT_CH_16,22.9.20,16,17.7,17.4,32.9
KT_CH_17,22.9.20,16,14.2,14,18.6
KT_CH_18,22.9.20,16,17.1,13.5,15.1
KT_CH_19,22.9.20,16,0,0.6,0
KT_CH_20,13.10.20,16,22.6,26.2,31.8
KT_CH_21,13.10.20,16,0,0,0
KT_CH_22,16.10.20,16,33.2,33,33.8
KT_CH_23,13.10.20,16,30.4,26,30.3
KT_CH_24,22.9.20,16,0,0,0
KT_CH_25,16.10.20,16,0.4,8.7,15.6
KT_CH_26,14.10.20,16,46.3,43.3,43.3
KT_CH_27,14.10.20,16,28.9,26.9,21.7
KT_CH_28,13.10.20,16,37,38.9,36.2
KT_CH_29,16.10.20,16,0,0,0
KT_CH_30,22.9.20,16,0,0,0
KT_CH_31,25.9.20,16,0,0,0
KT_TT_01,13.10.20,16,31.1,29.3,32.2
KT_TT_02,22.9.20,16,0,0,0
KT_TT_03,16.10.20,16,0,0,0
KT_TT_04,24.9.20,16,29.3,27.5,24.9
KT_TT_05,18.10.20,16,0,0,0
KT_TT_06,14.10.20,16,0,0,0
KT_TT_07,22.9.20,16,43,39.5,40.1
KT_TT_08,25.9.20,16,41.8,38.1,41
KT_TT_09,14.10.20,16,31.1,39.3,32.2
KT_TT_10,22.9.20,16,27.7,27.1,37.7
KT_TT_11,14.10.20,16,34.3,36.1,40.1
KT_TT_12,14.10.20,16,43.6,40.9,41.8
KT_TT_13,24.9.20,16,36.2,38.6,39.8
KT_TT_14,16.10.20,16,41,39,36.7
KT_TT_15,16.10.20,16,47.1,43.8,45.4
KT_TT_16,18.10.20,16,39.4,41.5,41
KT_TT_17,24.9.20,16,41.4,38.1,34.9
KT_TT_18,16.10.20,16,30,29.6,26.4
KT_TT_19,22.9.20,16,17.2,18,20.9
KT_TT_20,18.10.20,16,40.3,39.4,41.4
KT_TT_21,13.10.20,16,0,0,0
KT_TT_22,18.10.20,16,0,0,0
KT_TT_23,16.10.20,16,41,40.9,40.3
KT_TT_24,14.10.20,16,14.4,3,9.7
KT_TT_25,16.10.20,16,40.6,24.6,39
KT_TT_26,13.10.20,16,0,0,0
KT_TT_27,13.10.20,16,27.7,35.8,30.8
KT_TT_28,16.10.20,16,33.9,29.8,34.2
KT_TT_29,25.9.20,16,17.8,18,16.4
KT_TT_30,14.10.20,16,5.8,2.7,5.7
KT_TT_31,22.9.20,16,4.8,4.3,0
CAT_CH_01,27.4.17,1,36.7,30.9,39.8
CAT_CH_02,27.4.17,1,65.5,83,86
CAT_CH_03,27.4.17,1,22.2,21.6,25.7
CAT_CH_04,27.4.17,1,68.5,72.5,23.3
CAT_CH_05,27.4.17,1,88.6,62,76.5
CAT_CH_06,27.4.17,1,69,46.8,63
CAT_CH_07,27.4.17,1,46.2,39.4,43.7
CAT_CH_08,27.4.17,1,77,80,80
CAT_CH_09,27.4.17,1,51,74.5,63
CAT_CH_10,27.4.17,1,86,89.9,89.4
CAT_CH_11,27.4.17,1,88.8,81.5,78.5
CAT_CH_12,27.4.17,1,59,41.8,46.1
CAT_CH_13,27.4.17,1,43.2,41.5,37.4
CAT_CH_14,27.4.17,1,46.2,75.5,66.5
CAT_CH_15,27.4.17,1,46.2,57,73.5
CAT_CH_16,27.4.17,1,69.5,54.5,60
CAT_CH_17,27.4.17,1,69.5,71,68
CAT_CH_18,27.4.17,1,86,78.5,88.6
CAT_CH_19,27.4.17,1,77,68,75.5
CAT_CH_20,27.4.17,1,48.2,39.4,37.9
CAT_CH_21,27.4.17,1,68.5,80,66.5
CAT_CH_22,27.4.17,1,60.5,83,78
CAT_CH_23,27.4.17,1,58.5,56.5,68.5
CAT_CH_24,27.4.17,1,47.9,86,72
CAT_CH_25,27.4.17,1,68,49.1,75
CAT_CH_26,27.4.17,1,57.5,75.5,71.5
CAT_CH_27,27.4.17,1,49.4,42.9,55.3
CAT_CH_28,27.4.17,1,84.5,80.5,78
CAT_CH_29,27.4.17,1,90,48.5,48.6
CAT_CH_30,27.4.17,1,62,42.3,46.7
CAT_CH_31,27.4.17,1,73.5,85.5,88.6
CAT_TT_01,27.4.17,1,71,62.5,47.9
CAT_TT_02,27.4.17,1,42.4,58.5,76.5
CAT_TT_03,27.4.17,1,48.5,35.2,44.6
CAT_TT_04,27.4.17,1,88.9,83.5,78.5
CAT_TT_05,27.4.17,1,56,46.2,70.5
CAT_TT_06,27.4.17,1,47.9,80,46.8
CAT_TT_07,27.4.17,1,49.4,52.5,46.6
CAT_TT_08,27.4.17,1,47,43,47.4
CAT_TT_09,27.4.17,1,60.5,74.5,62
CAT_TT_10,27.4.17,1,77.5,76.5,66.5
CAT_TT_11,27.4.17,1,42.2,54,59.5
CAT_TT_12,27.4.17,1,54.5,44.3,54
CAT_TT_13,27.4.17,1,78.5,54.5,72
CAT_TT_14,27.4.17,1,84,60.5,71
CAT_TT_15,27.4.17,1,88.9,89.1,88.9
CAT_TT_16,27.4.17,1,57.5,83.5,92.9
CAT_TT_17,27.4.17,1,53,69,61.5
CAT_TT_18,27.4.17,1,54,70.5,77.5
CAT_TT_19,27.4.17,1,71,60,80.5
CAT_TT_20,27.4.17,1,65,43.1,37.4
CAT_TT_21,27.4.17,1,71.5,55.3,81
CAT_TT_22,27.4.17,1,75.5,77.5,76.5
CAT_TT_23,27.4.17,1,89.1,65,74.5
CAT_TT_24,27.4.17,1,70.5,91.5,88
CAT_TT_25,27.4.17,1,46.5,35.5,37.1
CAT_TT_26,27.4.17,1,48.2,63,78
CAT_TT_27,27.4.17,1,89.1,88.8,88.6
CAT_TT_28,27.4.17,1,44.6,60.5,71
CAT_TT_29,27.4.17,1,37.8,41.5,31
CAT_TT_30,27.4.17,1,81.5,65,37.5
CAT_TT_31,27.4.17,1,66.5,43.9,75
CAT_CH_01,12.5.17,2,51.5,46,42.7
CAT_CH_02,12.5.17,2,68,46.8,58.5
CAT_CH_03,12.5.17,2,19.2,24.3,20.5
CAT_CH_04,12.5.17,2,72,67.5,44.2
CAT_CH_05,12.5.17,2,67.5,72,45.2
CAT_CH_06,12.5.17,2,47.9,27.6,65
CAT_CH_07,12.5.17,2,63.5,88.9,60.5
CAT_CH_08,12.5.17,2,88.6,88,92.4
CAT_CH_09,12.5.17,2,48.2,60.5,49
CAT_CH_10,12.5.17,2,75,81,91
CAT_CH_11,12.5.17,2,72,72.5,83
CAT_CH_12,12.5.17,2,68.5,54.5,82.5
CAT_CH_13,12.5.17,2,47.2,51.5,46.1
CAT_CH_14,12.5.17,2,41.9,83,41.2
CAT_CH_15,12.5.17,2,89.1,78,78.5
CAT_CH_16,12.5.17,2,89.7,91.3,89.6
CAT_CH_17,12.5.17,2,83,80,83
CAT_CH_18,12.5.17,2,78,85.5,78.5
CAT_CH_19,12.5.17,2,49,65,48.4
CAT_CH_20,12.5.17,2,57.5,48.5,72
CAT_CH_21,12.5.17,2,56.5,46.7,55.5
CAT_CH_22,12.5.17,2,37,67.5,54
CAT_CH_23,12.5.17,2,59.5,46.6,73.5
CAT_CH_24,12.5.17,2,72,46.2,47.3
CAT_CH_25,12.5.17,2,53.5,44.8,54
CAT_CH_26,12.5.17,2,45.5,57,49.2
CAT_CH_27,12.5.17,2,47.7,46,47.2
CAT_CH_28,12.5.17,2,69,71.5,86
CAT_CH_29,12.5.17,2,35,49,33.9
CAT_CH_30,12.5.17,2,43.6,31.5,38.6
CAT_CH_31,12.5.17,2,65,78,72
CAT_TT_01,12.5.17,2,45.8,35.8,24.8
CAT_TT_02,12.5.17,2,43.6,65,45.6
CAT_TT_03,12.5.17,2,47.1,42.2,36.4
CAT_TT_04,12.5.17,2,44.2,58.5,47.4
CAT_TT_05,12.5.17,2,44.7,52.5,43.6
CAT_TT_06,12.5.17,2,91.3,73.5,90.7
CAT_TT_07,12.5.17,2,46.6,69,49.4
CAT_TT_08,12.5.17,2,46.7,48.9,48.7
CAT_TT_09,12.5.17,2,79.5,49.4,90.4
CAT_TT_10,12.5.17,2,42,51,30.8
CAT_TT_11,12.5.17,2,81.5,48.5,61.5
CAT_TT_12,12.5.17,2,88.1,92.9,90.8
CAT_TT_13,12.5.17,2,47.3,60.5,43.8
CAT_TT_14,12.5.17,2,64.5,65,81
CAT_TT_15,12.5.17,2,80,76.5,71
CAT_TT_16,12.5.17,2,74.5,53.5,82.5
CAT_TT_17,12.5.17,2,65.5,72.5,38.9
CAT_TT_18,12.5.17,2,61.5,76.5,74
CAT_TT_19,12.5.17,2,46.2,60.5,62.5
CAT_TT_20,12.5.17,2,59.5,63,88.1
CAT_TT_21,12.5.17,2,60,46.2,67.5
CAT_TT_22,12.5.17,2,80.5,85.5,88
CAT_TT_23,12.5.17,2,78,84,62.5
CAT_TT_24,12.5.17,2,65,86,81
CAT_TT_25,12.5.17,2,37.7,47,40.1
CAT_TT_26,12.5.17,2,79.5,83,70.5
CAT_TT_27,12.5.17,2,88.1,85.5,90
CAT_TT_28,12.5.17,2,90.5,32.1,88.9
CAT_TT_29,12.5.17,2,37,31.8,39
CAT_TT_30,12.5.17,2,45.8,42.3,45.1
CAT_TT_31,12.5.17,2,90.4,93.4,93.7
CAT_CH_01,26.5.17,3,41.3,47.9,49.1
CAT_CH_02,26.5.17,3,47.8,66,74
CAT_CH_03,26.5.17,3,24.1,20.7,22.6
CAT_CH_04,26.5.17,3,53.5,46,83.5
CAT_CH_05,26.5.17,3,41,65.5,62
CAT_CH_06,26.5.17,3,31.2,48.6,57.5
CAT_CH_07,26.5.17,3,45.8,85.5,66.5
CAT_CH_08,26.5.17,3,88.6,90.7,92.3
CAT_CH_09,26.5.17,3,68,49.4,66
CAT_CH_10,26.5.17,3,83,92,89.1
CAT_CH_11,26.5.17,3,71.5,89.1,74
CAT_CH_12,26.5.17,3,83,75,73.5
CAT_CH_13,26.5.17,3,51.5,47.5,42.4
CAT_CH_14,26.5.17,3,34.2,74,45.2
CAT_CH_15,26.5.17,3,89.7,80,85.5
CAT_CH_16,26.5.17,3,90.7,91.6,90.8
CAT_CH_17,26.5.17,3,83.5,78.5,84
CAT_CH_18,26.5.17,3,76.5,82.5,73.5
CAT_CH_19,26.5.17,3,46.8,68,69
CAT_CH_20,26.5.17,3,55.5,88.8,71
CAT_CH_21,26.5.17,3,49.4,62.5,45.5
CAT_CH_22,26.5.17,3,39.1,51.5,54
CAT_CH_23,26.5.17,3,89.1,63.5,80
CAT_CH_24,26.5.17,3,64.5,42.5,45.2
CAT_CH_25,26.5.17,3,48.7,56.5,51.5
CAT_CH_26,26.5.17,3,68,45.4,62
CAT_CH_27,26.5.17,3,48.6,74,45
CAT_CH_28,26.5.17,3,78.5,81,46.8
CAT_CH_29,26.5.17,3,33.6,44.7,34.3
CAT_CH_30,26.5.17,3,36.2,38,40.3
CAT_CH_31,26.5.17,3,74.5,51.5,74
CAT_TT_01,26.5.17,3,36.2,22.3,34.5
