Sod,Date,Time_pt,moist_1,moist_2,moist_3
DMP_CH_07,18.5.18,10,42.2,34.2,37.5
DMP_CH_08,18.5.18,10,43.8,48.7,46
DMP_CH_09,18.5.18,10,9,9,12.1
DMP_CH_10,18.5.18,10,1.2,0.4,2
DMP_CH_11,18.5.18,10,46,44.2,48.7
DMP_CH_12,18.5.18,10,13.3,41.3,19.9
DMP_CH_13,18.5.18,10,28.6,29.5,27.6
DMP_CH_14,18.5.18,10,0,0,0
DMP_CH_15,18.5.18,10,0.4,2.9,3.4
DMP_CH_16,18.5.18,10,3.8,3,7.6
DMP_CH_17,18.5.18,10,22.1,19,17.6
DMP_CH_18,18.5.18,10,13.3,7,12.4
DMP_CH_19,18.5.18,10,36.1,44.8,29.2
DMP_CH_20,18.5.18,10,32.6,33.5,33.3
DMP_CH_21,18.5.18,10,0,0,0
DMP_CH_22,18.5.18,10,94.7,98.7,98.5
DMP_CH_23,18.5.18,10,40.8,44.8,41.2
DMP_CH_24,18.5.18,10,21.1,13.2,22
DMP_CH_25,18.5.18,10,7.3,10.5,0.9
DMP_CH_26,18.5.18,10,10.8,32.6,26.7
DMP_CH_27,18.5.18,10,19.6,40.1,26.5
DMP_CH_28,18.5.18,10,38.2,37.1,31.8
DMP_CH_29,18.5.18,10,33.6,30.9,17.8
DMP_CH_30,18.5.18,10,38.6,28.3,39
DMP_CH_31,18.5.18,10,0,0,0
DMP_TT_01,18.5.18,10,100,93.2,96.8
DMP_TT_02,18.5.18,10,36.4,45.6,44.7
DMP_TT_03,18.5.18,10,38.3,36.2,43
DMP_TT_04,18.5.18,10,44.4,35.2,36.5
DMP_TT_05,18.5.18,10,13.4,11.5,4.2
DMP_TT_06,18.5.18,10,2.5,4.6,2.1
DMP_TT_07,18.5.18,10,0,1.7,0
DMP_TT_08,18.5.18,10,12.8,16.3,13.7
DMP_TT_09,18.5.18,10,61.5,44.8,42.5
DMP_TT_10,18.5.18,10,88.8,66,71.5
DMP_TT_11,18.5.18,10,45,52.5,52.5
DMP_TT_12,18.5.18,10,54.5,48.9,64.5
DMP_TT_13,18.5.18,10,0,0,0
DMP_TT_14,18.5.18,10,74,37.8,22.2
DMP_TT_15,18.5.18,10,30.5,31.8,27.6
DMP_TT_16,18.5.18,10,45.2,37.2,43.8
DMP_TT_17,18.5.18,10,0,0,0
DMP_TT_18,18.5.18,10,35.4,47.8,40.2
DMP_TT_19,18.5.18,10,21.1,31.3,21.9
DMP_TT_20,18.5.18,10,66.5,33.9,74
DMP_TT_21,18.5.18,10,36.7,45.7,48.6
DMP_TT_22,18.5.18,10,1.2,0.4,0
DMP_TT_23,18.5.18,10,1,0.9,1.5
DMP_TT_24,18.5.18,10,74,89.4,55.3
DMP_TT_25,18.5.18,10,43.6,36.2,45.6
DMP_TT_26,18.5.18,10,35,45.3,42.3
DMP_TT_27,18.5.18,10,72.5,69.5,74.5
DMP_TT_28,18.5.18,10,71.5,79.5,57.5
DMP_TT_29,18.5.18,10,0,0,0
DMP_TT_30,18.5.18,10,0,0,0
DMP_TT_31,18.5.18,10,54.5,58.5,49.4
DMP_CH_01,30.8.18,11,24.9,25.5,24.2
DMP_CH_02,30.8.18,11,43.1,42.2,40.1
DMP_CH_03,30.8.18,11,10.8,3.6,17.6
DMP_CH_04,30.8.18,11,35.2,38.3,34.2
DMP_CH_05,30.8.18,11,44.6,48.1,43.8
DMP_CH_06,30.8.18,11,6.8,10.2,10.8
DMP_CH_07,30.8.18,11,41.7,32.6,39.8
DMP_CH_08,30.8.18,11,46.5,47.5,46.3
DMP_CH_09,30.8.18,11,22.2,25.2,23.7
DMP_CH_10,30.8.18,11,1.5,0,8.1
DMP_CH_11,30.8.18,11,53,49.2,46.3
DMP_CH_12,30.8.18,11,20,38.9,31.5
DMP_CH_13,30.8.18,11,30.1,22.5,26.1
DMP_CH_14,30.8.18,11,0,0,0
DMP_CH_15,30.8.18,11,10.1,10,7
DMP_CH_16,30.8.18,11,13.2,11.5,3.7
DMP_CH_17,30.8.18,11,14.5,10.3,8.8
DMP_CH_18,30.8.18,11,1.6,4.6,9.1
DMP_CH_19,30.8.18,11,39,39,39
DMP_CH_20,30.8.18,11,34.8,31.8,34.9
DMP_CH_21,30.8.18,11,0,0,0
DMP_CH_22,30.8.18,11,71,49.1,68.5
DMP_CH_23,30.8.18,11,46.3,45.2,46.1
DMP_CH_24,30.8.18,11,18.8,16.8,11.7
DMP_CH_25,30.8.18,11,7,0.9,10.7
DMP_CH_26,30.8.18,11,43,34.3,31.8
DMP_CH_27,30.8.18,11,41.8,27.5,23.6
DMP_CH_28,30.8.18,11,28.7,29,31.7
DMP_CH_29,30.8.18,11,29.1,18.7,26.5
DMP_CH_30,30.8.18,11,40.3,35.4,36.2
DMP_CH_31,30.8.18,11,3.7,0,0
DMP_TT_01,30.8.18,11,56.5,48.7,52.5
DMP_TT_02,30.8.18,11,44.9,31.9,47.4
DMP_TT_03,30.8.18,11,36.7,33.4,38
DMP_TT_04,30.8.18,11,45.3,42.6,37.2
DMP_TT_05,30.8.18,11,2.8,0.8,4
DMP_TT_06,30.8.18,11,0,0,5.6
DMP_TT_07,30.8.18,11,0,0,0
DMP_TT_08,30.8.18,11,21.3,11.7,19
DMP_TT_09,30.8.18,11,68,48.2,44.6
DMP_TT_10,30.8.18,11,53,60,48.2
DMP_TT_11,30.8.18,11,45.8,44.8,45.2
DMP_TT_12,30.8.18,11,63,69.5,46.3
DMP_TT_13,30.8.18,11,0,0,0
DMP_TT_14,30.8.18,11,43.9,23.8,28.7
DMP_TT_15,30.8.18,11,41.9,34.8,33.9
DMP_TT_16,30.8.18,11,39.1,41,41.8
DMP_TT_17,30.8.18,11,0,0.1,0
DMP_TT_18,30.8.18,11,41.9,42.2,45.8
DMP_TT_19,30.8.18,11,28.8,24.7,38.6
DMP_TT_20,30.8.18,11,41.3,46.1,41.7
DMP_TT_21,30.8.18,11,49,48.7,48.2
DMP_TT_22,30.8.18,11,0,0,3.7
DMP_TT_23,30.8.18,11,0,0,0
DMP_TT_24,30.8.18,11,72,69,48.6
DMP_TT_25,30.8.18,11,45,34.2,37.6
DMP_TT_26,30.8.18,11,35.2,45.8,33.1
DMP_TT_27,30.8.18,11,83.5,73.5,74
DMP_TT_28,30.8.18,11,37,44.3,38.6
DMP_TT_29,30.8.18,11,0,0,0
DMP_TT_30,30.8.18,11,0,0,0
DMP_TT_31,30.8.18,11,53,78,56
DMP_CH_01,29.11.18,12,25.9,24.3,25.8
DMP_CH_02,29.11.18,12,39.4,41.4,42.2
DMP_CH_03,29.11.18,12,27.2,24.4,17.6
DMP_CH_04,29.11.18,12,37.1,42.9,39.1
DMP_CH_05,29.11.18,12,38.9,41.8,49.4
DMP_CH_06,29.11.18,12,23.7,8.1,19.6
DMP_CH_07,29.11.18,12,28.6,38.6,37.4
DMP_CH_08,29.11.18,12,46.8,44.7,44.6
DMP_CH_09,29.11.18,12,24.9,32.5,29.1
DMP_CH_10,29.11.18,12,0,0,7
DMP_CH_11,29.11.18,12,45.7,40.1,45.7
DMP_CH_12,29.11.18,12,27.1,11.7,17.2
DMP_CH_13,29.11.18,12,30.7,29.5,29.5
DMP_CH_14,29.11.18,12,17.6,3.6,15.4
DMP_CH_15,29.11.18,12,3.1,3.6,10.4
DMP_CH_16,29.11.18,12,19.9,29.8,29
DMP_CH_17,29.11.18,12,5.7,8.4,6.1
DMP_CH_18,29.11.18,12,0,0,0
DMP_CH_19,29.11.18,12,38.6,40.1,43.8
DMP_CH_20,29.11.18,12,33.1,34.9,32.4
DMP_CH_21,29.11.18,12,0,0,0
DMP_CH_22,29.11.18,12,38,45.4,46.8
DMP_CH_23,29.11.18,12,43.8,43.8,43.4
DMP_CH_24,29.11.18,12,37.8,37.7,41.5
DMP_CH_25,29.11.18,12,2,0,1.3
DMP_CH_26,29.11.18,12,27.7,32.6,24.3
DMP_CH_27,29.11.18,12,40.2,38.9,43
DMP_CH_28,29.11.18,12,43.3,41.8,41.3
DMP_CH_29,29.11.18,12,26.8,18.9,18.6
DMP_CH_30,29.11.18,12,38.4,36.5,34.9
DMP_CH_31,29.11.18,12,19.3,12.4,4.4
DMP_TT_01,29.11.18,12,48.2,46.2,49.4
DMP_TT_02,29.11.18,12,25.1,42.2,45
DMP_TT_03,29.11.18,12,32.4,32.5,38
DMP_TT_04,29.11.18,12,31.9,39.1,32.1
DMP_TT_05,29.11.18,12,3.2,0,4.3
DMP_TT_06,29.11.18,12,5.7,3.4,4.5
DMP_TT_07,29.11.18,12,0,0.1,0
DMP_TT_08,29.11.18,12,13.6,16.2,17.8
DMP_TT_09,29.11.18,12,60.5,72.5,47.4
DMP_TT_10,29.11.18,12,48.7,53,43.7
DMP_TT_11,29.11.18,12,43.9,43.3,44.1
DMP_TT_12,29.11.18,12,60.5,52.5,74.5
DMP_TT_13,29.11.18,12,0,0.3,0
DMP_TT_14,29.11.18,12,44.6,43,33.1
DMP_TT_15,29.11.18,12,41.2,36,41.8
DMP_TT_16,29.11.18,12,39.1,38.6,39.3
DMP_TT_17,29.11.18,12,0.1,0,0
DMP_TT_18,29.11.18,12,43.3,46,40.6
DMP_TT_19,29.11.18,12,33.6,27.8,25.1
DMP_TT_20,29.11.18,12,26.7,40.4,31.6
DMP_TT_21,29.11.18,12,44.4,47.4,43.4
DMP_TT_22,29.11.18,12,6.3,5.5,3.4
DMP_TT_23,29.11.18,12,19.5,24,14
DMP_TT_24,29.11.18,12,44.3,47,54
DMP_TT_25,29.11.18,12,39.4,44.1,36.7
DMP_TT_26,29.11.18,12,34.1,47.4,38.6
DMP_TT_27,29.11.18,12,68,56.5,49.2
DMP_TT_28,29.11.18,12,44.4,65.5,39.8
DMP_TT_29,29.11.18,12,0,0,0
DMP_TT_30,29.11.18,12,0,0,0
DMP_TT_31,29.11.18,12,49,56,49
DMP_CH_01,22.2.19,13,0,0,0
DMP_CH_02,22.2.19,13,39.5,38.8,37.7
DMP_CH_03,22.2.19,13,6.6,7.2,8.5
DMP_CH_04,22.2.19,13,37.8,39.9,37.9
DMP_CH_05,22.2.19,13,35.5,38.9,44.4
DMP_CH_06,22.2.19,13,1.9,4.2,1.3
DMP_CH_07,22.2.19,13,24.9,15.2,19.6
DMP_CH_08,22.2.19,13,45.5,42.4,39.5
DMP_CH_09,22.2.19,13,30.9,30,28.2
DMP_CH_10,22.2.19,13,2.5,4.1,0
DMP_CH_11,22.2.19,13,33.1,35.3,38.5
DMP_CH_12,22.2.19,13,3,14.2,13.5
DMP_CH_13,22.2.19,13,35.1,30.5,30.1
DMP_CH_14,22.2.19,13,13.8,3.6,13
DMP_CH_15,22.2.19,13,0,1.3,0
DMP_CH_16,22.2.19,13,11.7,7.1,6.8
DMP_CH_17,22.2.19,13,0,0,0
DMP_CH_18,22.2.19,13,0,0,0
DMP_CH_19,22.2.19,13,37.8,33.5,36.4
DMP_CH_20,22.2.19,13,32.7,31.3,30.7
DMP_CH_21,22.2.19,13,0,0,0.9
DMP_CH_22,22.2.19,13,36.2,46.8,46.8
DMP_CH_23,22.2.19,13,39.4,38.5,41.2
DMP_CH_24,22.2.19,13,27.4,31,22.6
DMP_CH_25,22.2.19,13,0,0,0
DMP_CH_26,22.2.19,13,30.3,28.6,39.8
DMP_CH_27,22.2.19,13,43.4,38.1,41.2
DMP_CH_28,22.2.19,13,40.3,34,34.9
DMP_CH_29,22.2.19,13,0,0,0
DMP_CH_30,22.2.19,13,34.9,31.8,21.2
DMP_CH_31,22.2.19,13,0,0.3,0
DMP_TT_01,22.2.19,13,48.7,48.1,46
DMP_TT_02,22.2.19,13,32.6,45.3,44.4
DMP_TT_03,22.2.19,13,31.8,34.2,28.7
DMP_TT_04,22.2.19,13,36.9,28.8,34.6
DMP_TT_05,22.2.19,13,0,0,0
DMP_TT_06,22.2.19,13,4.9,0,6.6
DMP_TT_07,22.2.19,13,0,0,0
DMP_TT_08,22.2.19,13,0,0,0
DMP_TT_09,22.2.19,13,54.5,48.6,59.5
DMP_TT_10,22.2.19,13,48.4,42.2,49
DMP_TT_11,22.2.19,13,41,41.8,41
DMP_TT_12,22.2.19,13,48.6,48.4,51.5
DMP_TT_13,22.2.19,13,0,0,0
DMP_TT_14,22.2.19,13,31.6,33.8,39
DMP_TT_15,22.2.19,13,33.7,40.8,33.9
DMP_TT_16,22.2.19,13,38.3,43.1,42.5
DMP_TT_17,22.2.19,13,0,0,0
DMP_TT_18,22.2.19,13,10.8,8,5.7
DMP_TT_19,22.2.19,13,7.2,5.8,5
DMP_TT_20,22.2.19,13,36.1,32.5,31.8
DMP_TT_21,22.2.19,13,44.6,34.1,43
DMP_TT_22,22.2.19,13,0,0,0
DMP_TT_23,22.2.19,13,25.8,21.4,25.2
DMP_TT_24,22.2.19,13,45.7,47.3,43.4
DMP_TT_25,22.2.19,13,37.1,39.8,34.3
DMP_TT_26,22.2.19,13,1.2,12.7,10.2
DMP_TT_27,22.2.19,13,47.5,48.9,44.9
DMP_TT_28,22.2.19,13,46.1,44.6,45.8
DMP_TT_29,22.2.19,13,0,0,0
DMP_TT_30,22.2.19,13,0,0,0
DMP_TT_31,22.2.19,13,45.8,47.1,46
DMP_CH_01,18.8.19,14,3.3,13.3,13.4
DMP_CH_02,18.8.19,14,39.3,36.9,38
DMP_CH_03,18.8.19,14,1.2,0,0
DMP_CH_04,18.8.19,14,42.3,37.2,39.4
DMP_CH_05,18.8.19,14,44.2,34.1,36.7
DMP_CH_06,18.8.19,14,10.8,4.7,3.2
DMP_CH_07,18.8.19,14,23.2,22.3,28.4
DMP_CH_08,18.8.19,14,43.4,42.8,41.3
DMP_CH_09,18.8.19,14,32.7,29.5,31.3
DMP_CH_10,18.8.19,14,0,0,0
DMP_CH_11,18.8.19,14,37.5,37.5,34
DMP_CH_12,18.8.19,14,20.2,10.6,12.2
DMP_CH_13,18.8.19,14,32.3,30.7,33.4
DMP_CH_14,18.8.19,14,18.1,19.3,0
DMP_CH_15,18.8.19,14,0,0,0
DMP_CH_16,18.8.19,14,8.2,12.8,0.7
DMP_CH_17,18.8.19,14,0,0,0
DMP_CH_18,18.8.19,14,0.6,0,0
DMP_CH_19,18.8.19,14,37.6,39.9,36.6
DMP_CH_20,18.8.19,14,29.7,31.7,28.5
DMP_CH_21,18.8.19,14,0,0,0
DMP_CH_22,18.8.19,14,34.6,45.2,43.8
DMP_CH_23,18.8.19,14,43.4,43.2,42.9
DMP_CH_24,18.8.19,14,28.4,30.6,11.4
DMP_CH_25,18.8.19,14,0,0,0
DMP_CH_26,18.8.19,14,38.1,41.7,65.5
DMP_CH_27,18.8.19,14,37.8,36.6,36.7
DMP_CH_28,18.8.19,14,36.6,33.3,34.1
DMP_CH_29,18.8.19,14,0,0,0
DMP_CH_30,18.8.19,14,28.3,29.1,20.5
DMP_CH_31,18.8.19,14,0,0,0
DMP_TT_01,18.8.19,14,47.4,44.9,47.7
DMP_TT_02,18.8.19,14,33.4,46.1,46.3
DMP_TT_03,18.8.19,14,29,33.5,33
DMP_TT_04,18.8.19,14,36.2,25.7,34.2
DMP_TT_05,18.8.19,14,0,0,0
DMP_TT_06,18.8.19,14,0,0,0
DMP_TT_07,18.8.19,14,0,0,0
DMP_TT_08,18.8.19,14,11.6,8.7,1.3
DMP_TT_09,18.8.19,14,57.5,46.5,48.4
DMP_TT_10,18.8.19,14,49,44.6,47.5
DMP_TT_11,18.8.19,14,43.4,42.5,42.9
DMP_TT_12,18.8.19,14,49.2,54,51.5
DMP_TT_13,18.8.19,14,0,0,0
DMP_TT_14,18.8.19,14,31.9,35,33.7
DMP_TT_15,18.8.19,14,28.2,29.5,34.5
DMP_TT_16,18.8.19,14,41.4,41.5,40.6
DMP_TT_17,18.8.19,14,0,0,0
DMP_TT_18,18.8.19,14,19.3,15.3,14.8
DMP_TT_19,18.8.19,14,18.4,31.3,26.8
DMP_TT_20,18.8.19,14,33.6,38.6,28.2
DMP_TT_21,18.8.19,14,37.9,36,38.5
DMP_TT_22,18.8.19,14,0,0,0
DMP_TT_23,18.8.19,14,27.6,27,29.4
DMP_TT_24,18.8.19,14,44.8,43.3,47.4
DMP_TT_25,18.8.19,14,37,31,35.4
DMP_TT_26,18.8.19,14,16.6,17.1,6.1
DMP_TT_27,18.8.19,14,46.3,47.3,53.5
DMP_TT_28,18.8.19,14,44.7,43.1,41.8
DMP_TT_29,18.8.19,14,0,0,0
DMP_TT_30,18.8.19,14,0,0,0
DMP_TT_31,18.8.19,14,44.3,46,46.7
DMP_CH_01,17.2.20,15,0,0,0
DMP_CH_02,17.2.20,15,36.6,38.2,37.2
DMP_CH_03,17.2.20,15,0,0,0
DMP_CH_04,17.2.20,15,33.9,30,36.7
DMP_CH_05,17.2.20,15,32,31.6,36.6
DMP_CH_06,17.2.20,15,0,0,0
DMP_CH_07,17.2.20,15,29,28.3,27.4
DMP_CH_08,17.2.20,15,40.6,42.4,39.4
DMP_CH_09,17.2.20,15,27.2,31.2,32.4
DMP_CH_10,17.2.20,15,0,0,0
DMP_CH_11,17.2.20,15,35.5,34.6,33.6
DMP_CH_12,17.2.20,15,5.5,22.7,8.7
DMP_CH_13,17.2.20,15,31.6,23.5,32.4
DMP_CH_14,17.2.20,15,0,19,0
DMP_CH_15,17.2.20,15,1.5,0.1,0
DMP_CH_16,17.2.20,15,0,0,0
DMP_CH_17,17.2.20,15,0,0,0
DMP_CH_18,17.2.20,15,0,0,0
DMP_CH_19,17.2.20,15,36.5,35.3,31.6
DMP_CH_20,17.2.20,15,28.3,30.8,28.9
DMP_CH_21,17.2.20,15,0,0,0
DMP_CH_22,17.2.20,15,16.1,12.3,32.5
DMP_CH_23,17.2.20,15,41,40,36.2
DMP_CH_24,17.2.20,15,23.1,29.3,21.6
DMP_CH_25,17.2.20,15,0,0,0
DMP_CH_26,17.2.20,15,29.7,35.1,33.3
DMP_CH_27,17.2.20,15,38.3,35,28.2
DMP_CH_28,17.2.20,15,30.4,37.4,34.5
DMP_CH_29,17.2.20,15,11.9,14.8,0.9
DMP_CH_30,17.2.20,15,33,28.2,37.6
DMP_CH_31,17.2.20,15,0,0,0
DMP_TT_01,17.2.20,15,41,41.8,38.9
DMP_TT_02,17.2.20,15,43.7,45.5,31.6
DMP_TT_03,17.2.20,15,30.3,35.9,33.8
DMP_TT_04,17.2.20,15,33.2,34.9,33.4
DMP_TT_05,17.2.20,15,0,0,0
DMP_TT_06,17.2.20,15,0,0,0
DMP_TT_07,17.2.20,15,0,0,0
DMP_TT_08,17.2.20,15,0,0,0
DMP_TT_09,17.2.20,15,41.4,41.9,46
DMP_TT_10,17.2.20,15,44.9,40.9,43.9
DMP_TT_11,17.2.20,15,41.2,35.5,42.2
DMP_TT_12,17.2.20,15,49.2,49,51
DMP_TT_13,17.2.20,15,0,0,0
DMP_TT_14,17.2.20,15,35.3,31,35.4
DMP_TT_15,17.2.20,15,13.7,14.7,17.2
DMP_TT_16,17.2.20,15,39.3,40,36.5
DMP_TT_17,17.2.20,15,0,0,0
DMP_TT_18,17.2.20,15,24.4,25.9,20.5
DMP_TT_19,17.2.20,15,22.1,34.6,24.4
DMP_TT_20,17.2.20,15,37.2,33.3,28.6
DMP_TT_21,17.2.20,15,35.2,34.1,37.4
DMP_TT_22,17.2.20,15,0,0,0
DMP_TT_23,17.2.20,15,0,0,3.3
DMP_TT_24,17.2.20,15,40.7,39.3,37.8
DMP_TT_25,17.2.20,15,28.9,29.8,29.2
DMP_TT_26,17.2.20,15,25.4,23.1,26.6
DMP_TT_27,17.2.20,15,40,43.4,39
DMP_TT_28,17.2.20,15,43,43.2,42.2
DMP_TT_29,17.2.20,15,0,0,0
DMP_TT_30,17.2.20,15,0,0,0
DMP_TT_31,17.2.20,15,41.7,41,38.6
DMP_CH_01,10.9.20,16,0,0,0
DMP_CH_02,15.9.20,16,36.6,37.9,34
DMP_CH_03,10.9.20,16,0,0,0
DMP_CH_04,15.9.20,16,33.7,34,28.6
DMP_CH_05,15.9.20,16,30,33.1,35
DMP_CH_06,8.9.20,16,0,0,0
DMP_CH_07,18.9.20,16,31,27.3,28.1
DMP_CH_08,11.9.20,16,44.2,41,42.5
DMP_CH_09,10.9.20,16,33.9,32.4,35.1
DMP_CH_10,11.9.20,16,0,0,0
DMP_CH_11,11.9.20,16,34,32.2,32.3
DMP_CH_12,8.9.20,16,17.2,17.7,16
DMP_CH_13,15.9.20,16,32.8,27.7,30
DMP_CH_14,10.9.20,16,6,17.8,17.7
DMP_CH_15,15.9.20,16,0,0,0
DMP_CH_16,16.9.20,16,16.3,12.8,14.4
DMP_CH_17,18.9.20,16,0,0,11.7
DMP_CH_18,18.9.20,16,0,0,0
DMP_CH_19,15.9.20,16,37.1,38,32.7
DMP_CH_20,20.9.20,16,30.5,30.9,33
DMP_CH_21,20.9.20,16,0,0,0
DMP_CH_22,20.9.20,16,30.3,35,26.8
DMP_CH_23,20.9.20,16,40.7,38.8,39
DMP_CH_24,18.9.20,16,34.6,26.2,27.9
DMP_CH_25,20.9.20,16,0,0,0
DMP_CH_26,16.9.20,16,35,38.1,32.9
DMP_CH_27,18.9.20,16,39.9,38.9,39.1
DMP_CH_28,20.9.20,16,29.7,39.5,33.4
DMP_CH_29,8.9.20,16,16.3,11.2,10.2
DMP_CH_30,10.9.20,16,29.7,23.8,29.9
DMP_CH_31,16.9.20,16,0,0,0
DMP_TT_01,11.9.20,16,43.2,46.3,39.1
DMP_TT_02,15.9.20,16,38.6,41.4,32.7
DMP_TT_03,10.9.20,16,32.6,35.2,30.6
DMP_TT_04,11.9.20,16,34.2,34.2,34.8
DMP_TT_05,20.9.20,16,0,6,0
DMP_TT_06,16.9.20,16,0,0,0
DMP_TT_07,10.9.20,16,0,0,0
DMP_TT_08,20.9.20,16,4,6.6,6.5
DMP_TT_09,20.9.20,16,42.2,40,44.3
DMP_TT_10,18.9.20,16,44.9,43.9,46.2
DMP_TT_11,15.9.20,16,43.7,41.8,38.2
DMP_TT_12,18.9.20,16,49,48.2,53.5
DMP_TT_13,20.9.20,16,0,0,0
DMP_TT_14,20.9.20,16,33.1,38.6,40.6
DMP_TT_15,10.9.20,16,13.2,9.4,6.1
DMP_TT_16,15.9.20,16,36.6,41.8,36
DMP_TT_17,18.6.20,16,0,0,0
DMP_TT_18,10.9.20,16,22.5,29.1,25.6
DMP_TT_19,18.9.20,16,26.1,17.1,32
DMP_TT_20,18.9.20,16,33.4,34.8,27.1
DMP_TT_21,11.9.20,16,42,29.1,33.4
DMP_TT_22,15.9.20,16,0,0,0
DMP_TT_23,15.9.20,16,18.8,30.9,25.3
DMP_TT_24,10.9.20,16,45,43.4,42.2
DMP_TT_25,15.9.20,16,39.4,32.7,35.9
DMP_TT_26,10.9.20,16,23.7,26.5,30
DMP_TT_27,20.9.20,16,41.4,39.1,43.8
DMP_TT_28,15.9.20,16,39.4,42.7,41.2
DMP_TT_29,15.9.20,16,0,0,0
DMP_TT_30,10.9.20,16,0,0,0
DMP_TT_31,16.9.20,16,44.4,42.4,44.8
KT_CH_01,13.4.17,1,91.6,73.5,91.5
KT_CH_02,13.4.17,1,91.3,92.3,91.6
KT_CH_03,13.4.17,1,66.5,75,55.5
KT_CH_04,13.4.17,1,74.5,86,79.5
KT_CH_05,13.4.17,1,92.3,89.9,91.5
KT_CH_06,13.4.17,1,91.6,90.5,91.8
KT_CH_07,13.4.17,1,91,88.6,88
KT_CH_08,13.4.17,1,89.9,90.8,89.4
KT_CH_09,13.4.17,1,41.2,47.9,36.2
KT_CH_10,13.4.17,1,29.6,34.4,31
KT_CH_11,13.4.17,1,38.5,31.8,31.9
KT_CH_12,13.4.17,1,60,31,47.5
KT_CH_13,13.4.17,1,89.7,88.9,47.9
KT_CH_14,13.4.17,1,84,78.5,89.4
KT_CH_15,13.4.17,1,72,88,69.5
KT_CH_16,13.4.17,1,68,72.5,42.9
KT_CH_17,13.4.17,1,23.6,34.3,30.8
KT_CH_18,13.4.17,1,3.4,21.6,6.3
KT_CH_19,13.4.17,1,13.2,33.9,10.6
KT_CH_20,13.4.17,1,74.5,66,73.5
KT_CH_21,13.4.17,1,88.8,90.7,89.4
KT_CH_22,13.4.17,1,60,49.2,74
KT_CH_23,13.4.17,1,49.4,48.5,46
KT_CH_24,13.4.17,1,92.8,54,90
KT_CH_25,13.4.17,1,83.5,90.8,78
KT_CH_26,13.4.17,1,91.8,93.4,88.8
KT_CH_27,13.4.17,1,81.5,86,79.5
KT_CH_28,13.4.17,1,89.6,84,55.3
KT_CH_29,13.4.17,1,60.5,81,90.4
KT_CH_30,13.4.17,1,93.2,74.5,91.5
KT_CH_31,13.4.17,1,68.5,62.5,42
KT_TT_01,13.4.17,1,68,57,43.1
KT_TT_02,13.4.17,1,64.5,66.5,49.4
KT_TT_03,13.4.17,1,55.5,68.5,59.5
KT_TT_04,13.4.17,1,74.5,75,77.5
KT_TT_05,13.4.17,1,81.5,75.5,48.5
KT_TT_06,13.4.17,1,81,47.9,59.5
KT_TT_07,13.4.17,1,68,59,53.5
KT_TT_08,13.4.17,1,40.8,81.5,71.5
KT_TT_09,13.4.17,1,81,88.6,80
KT_TT_10,13.4.17,1,47,69.5,66
KT_TT_11,13.4.17,1,63,68,44.3
KT_TT_12,13.4.17,1,68,58.5,75
KT_TT_13,13.4.17,1,71.5,68,62.5
KT_TT_14,13.4.17,1,49.1,59.5,69
KT_TT_15,13.4.17,1,81,88.8,75
KT_TT_16,13.4.17,1,88,55.3,78.5
KT_TT_17,13.4.17,1,72,71.5,81
KT_TT_18,13.4.17,1,72,83,81
KT_TT_19,13.4.17,1,78.5,89.1,66.5
KT_TT_20,13.4.17,1,88,91.3,84
KT_TT_21,13.4.17,1,56.5,77,35.1
KT_TT_22,13.4.17,1,44.9,36.4,43.2
KT_TT_23,13.4.17,1,27.6,28.9,38.8
KT_TT_24,13.4.17,1,73.5,80,84
KT_TT_25,13.4.17,1,89.1,55.3,88.8
KT_TT_26,13.4.17,1,74.5,55.3,47.9
KT_TT_27,13.4.17,1,47.4,74.5,67.5
KT_TT_28,13.4.17,1,37.2,74.5,83
KT_TT_29,13.4.17,1,83.5,88.9,47.9
KT_TT_30,13.4.17,1,90.7,81.5,89.9
KT_TT_31,13.4.17,1,55.3,77.5,47.5
KT_CH_01,28.4.17,2,89.1,47.9,90
KT_CH_02,28.4.17,2,91.5,84.5,91.8
KT_CH_03,28.4.17,2,82.5,89.6,74.5
KT_CH_04,28.4.17,2,76.5,62,70.5
KT_CH_05,28.4.17,2,93.9,93.4,93.6
KT_CH_06,28.4.17,2,91.5,91,91.8
KT_CH_07,28.4.17,2,84.5,81.5,68
KT_CH_08,28.4.17,2,90,90.4,89.9
KT_CH_09,28.4.17,2,45.6,66.5,48.4
KT_CH_10,28.4.17,2,20.1,29.4,25.3
KT_CH_11,28.4.17,2,53,45.3,43.6
KT_CH_12,28.4.17,2,35.1,75.5,88.8
KT_CH_13,28.4.17,2,69.5,77,72.5
KT_CH_14,28.4.17,2,80.5,86,88.6
KT_CH_15,28.4.17,2,77.5,53.5,76.5
KT_CH_16,28.4.17,2,60,44.1,44.6
KT_CH_17,28.4.17,2,26.5,32.5,24.9
KT_CH_18,28.4.17,2,0.6,17.4,6.1
KT_CH_19,28.4.17,2,25.9,4.1,4
KT_CH_20,28.4.17,2,73.5,79.5,74.5
KT_CH_21,28.4.17,2,82.5,77,78
KT_CH_22,28.4.17,2,49.4,68,75
KT_CH_23,28.4.17,2,47,49.4,47.6
KT_CH_24,28.4.17,2,90.4,80.5,50.4
KT_CH_25,28.4.17,2,90.5,89.7,88.6
KT_CH_26,28.4.17,2,94.7,90.4,91.5
KT_CH_27,28.4.17,2,68,71,90.5
KT_CH_28,28.4.17,2,91,89.6,91.6
